"","X","FID","Field1","Species","Method","latitude","longitude","Month","Day","Week","Year","Date","Time","source","FID_allNY1","FID_allNY_10km","duplicate"
"910",1699,1174,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,5,8,18,2017,"5/8/2017","02:48:23.000Z"," ",9749,9750,FALSE
"911",1700,1017,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,20,37,2017,"9/20/2017","23:37:54.000Z","one-off",9769,9770,FALSE
"912",1701,2669,0,"Ursus arctos","iSeeMammals",42.98597,-74.59699,8,12,31,2017,"8/12/2017","14:00:00.000Z","one-off",9859,9860,FALSE
"913",1702,675,0,"Ursus arctos","iSeeMammals",41.20556,-74.07427,5,15,19,2017,"5/15/2017","22:54:28.000Z"," ",9878,9879,FALSE
"914",1703,1307,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,9,20,37,2017,"9/20/2017","11:29:51.000Z","one-off",9886,9887,FALSE
"915",1704,1590,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,23,16,2017,"4/23/2017","21:57:10.000Z","one-off",9890,9891,FALSE
"916",1706,1088,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","18:12:20.000Z"," ",9932,9933,FALSE
"917",1707,514,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,5,19,19,2018,"5/19/2018","08:04:00.000Z","one-off",9954,9955,FALSE
"918",1709,1026,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,25,38,2017,"9/25/2017","20:44:42.000Z","one-off",9982,9983,FALSE
"919",1710,1519,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","22:57:13.000Z","one-off",9999,10000,FALSE
"920",1711,456,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:34.000Z","one-off",10054,10055,FALSE
"921",1712,1609,0,"Ursus arctos","iSeeMammals",41.30069,-74.0464,6,3,21,2017,"6/3/2017","21:41:00.000Z"," ",10055,10056,FALSE
"922",1713,1568,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,15,14,2017,"4/15/2017","15:50:47.000Z","one-off",10073,10074,FALSE
"923",1714,451,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,2,13,2018,"4/2/2018","02:19:46.000Z"," ",10099,10100,FALSE
"924",1715,1942,0,"Ursus arctos","iSeeMammals",41.80765,-74.61808,7,4,26,2017,"7/4/2017","16:35:49.148Z","one-off",10121,10122,FALSE
"925",1716,1899,0,"Ursus arctos","iSeeMammals",41.80448,-74.4169,9,5,35,2017,"9/5/2017","20:25:43.599Z","one-off",10121,10122,FALSE
"926",1717,1900,0,"Ursus arctos","iSeeMammals",41.80472,-74.41565,10,15,41,2017,"10/15/2017","22:53:14.116Z","one-off",10121,10122,FALSE
"927",1718,1893,0,"Ursus arctos","iSeeMammals",41.80345,-74.40922,12,19,50,2017,"12/19/2017","19:27:47.636Z","one-off",10121,10122,FALSE
"928",1719,1903,0,"Ursus arctos","iSeeMammals",41.80484,-74.40796,8,5,30,2018,"8/5/2018","23:49:19.764Z","one-off",10121,10122,FALSE
"929",1720,1371,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,9,22,2018,"6/9/2018","11:56:42.000Z","one-off",10128,10129,FALSE
"930",1721,2185,0,"Ursus arctos","iSeeMammals",42.0807,-75.93045,8,11,31,2018,"8/11/2018","23:01:00.000Z","camera",10195,10196,FALSE
"933",1724,838,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,6,35,2017,"9/6/2017","20:33:24.000Z"," ",10294,10295,FALSE
"934",1725,1191,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,10,3,39,2017,"10/3/2017","22:19:42.000Z"," ",10328,10329,FALSE
"935",1726,1263,0,"Ursus arctos","iSeeMammals",41.25471,-74.12619,10,28,42,2017,"10/28/2017","15:59:31.972Z","one-off",10353,10354,FALSE
"937",1728,1312,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,9,11,36,2017,"9/11/2017","21:11:01.000Z","one-off",10391,10392,FALSE
"938",1729,839,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,8,35,2017,"9/8/2017","20:04:03.000Z"," ",10417,10418,FALSE
"939",1731,848,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,15,36,2017,"9/15/2017","13:19:29.000Z"," ",10417,10418,FALSE
"940",1732,1364,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,1,21,2018,"6/1/2018","16:28:16.000Z","one-off",10422,10423,FALSE
"941",1735,444,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:35.000Z","one-off",10423,10424,FALSE
"942",1736,614,0,"Ursus arctos","iSeeMammals",41.20042,-74.17953,4,8,13,2018,"4/8/2018","14:20:55.000Z","one-off",10445,10446,FALSE
"943",1737,416,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:35.000Z"," ",10455,10456,FALSE
"944",1738,680,0,"Ursus arctos","iSeeMammals",41.20556,-74.07427,4,16,15,2017,"4/16/2017","22:30:45.000Z"," ",10479,10480,FALSE
"945",1739,689,0,"Ursus arctos","iSeeMammals",41.20556,-74.07427,5,1,17,2017,"5/1/2017","22:28:47.000Z"," ",10479,10480,FALSE
"946",1741,116,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,12,18,2017,"5/12/2017","20:25:21.000Z"," ",10484,10485,FALSE
"947",1742,934,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,6,14,23,2017,"6/14/2017","21:40:36.000Z","hike",10529,10530,FALSE
"948",1743,935,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,6,28,25,2017,"6/28/2017","23:44:07.000Z","hike",10529,10530,FALSE
"949",1744,937,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,6,23,24,2017,"6/23/2017","17:27:59.000Z","hike",10529,10530,FALSE
"950",1746,981,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,10,36,2017,"9/10/2017","10:55:31.000Z","hike",10529,10530,FALSE
"951",1747,982,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,9,19,37,2017,"9/19/2017","21:21:46.000Z","hike",10529,10530,FALSE
"952",1761,917,0,"Ursus arctos","iSeeMammals",41.21277,-74.11895,5,1,17,2018,"5/1/2018","23:38:46.000Z","hike",10529,10530,FALSE
"953",1771,1894,0,"Ursus arctos","iSeeMammals",41.80361,-74.40775,8,31,34,2018,"8/31/2018","23:39:38.452Z"," ",10543,10544,FALSE
"955",1773,2205,0,"Ursus arctos","iSeeMammals",42.10965,-78.22417,8,9,31,2017,"8/9/2017","00:48:00.000Z","one-off",10543,10544,FALSE
"956",1774,2211,0,"Ursus arctos","iSeeMammals",42.11559,-74.80737,5,28,21,2018,"5/28/2018","20:52:28.000Z","one-off",10543,10544,FALSE
"957",1775,2212,0,"Ursus arctos","iSeeMammals",42.11559,-74.80713,7,5,26,2018,"7/5/2018","09:49:51.000Z","one-off",10543,10544,FALSE
"960",1778,450,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:50:05.000Z"," ",10556,10557,FALSE
"961",1779,816,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,8,23,33,2017,"8/23/2017","23:45:51.000Z","one-off",10567,10568,FALSE
"962",1781,2321,0,"Ursus arctos","iSeeMammals",42.20903,-76.83874,1,25,3,2018,"1/25/2018","19:33:00.000Z","one-off",10594,10595,FALSE
"964",1783,1069,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","23:01:27.000Z","hike",10609,10610,FALSE
"965",1787,1535,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,23,16,2018,"4/23/2018","21:57:51.000Z"," ",10611,10612,FALSE
"966",1788,1374,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,7,22,2018,"6/7/2018","22:56:55.000Z","one-off",10649,10650,FALSE
"967",1789,2322,0,"Ursus arctos","iSeeMammals",42.2113,-75.40488,10,14,40,2017,"10/14/2017","16:14:41.000Z"," ",10663,10664,FALSE
"968",1790,484,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,13,14,2018,"4/13/2018","22:27:09.000Z","one-off",10677,10678,FALSE
"969",1791,490,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,30,17,2018,"4/30/2018","02:54:53.000Z","one-off",10677,10678,FALSE
"970",1792,491,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,23,16,2018,"4/23/2018","10:10:25.000Z","one-off",10677,10678,FALSE
"971",1793,1159,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,5,27,20,2018,"5/27/2018","11:25:53.000Z","one-off",10697,10698,FALSE
"972",1794,1080,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","16:09:28.000Z","one-off",10701,10702,FALSE
"973",1795,1583,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,5,1,17,2017,"5/1/2017","18:34:30.000Z","one-off",10735,10736,FALSE
"977",1799,1814,0,"Ursus arctos","iSeeMammals",41.66272,-74.39741,9,24,38,2016,"9/24/2016","06:50:00.000Z","camera",10837,10838,FALSE
"978",1800,963,0,"Ursus arctos","iSeeMammals",41.21889,-74.1814,4,23,16,2017,"4/23/2017","04:08:00.000Z","camera",10837,10838,FALSE
"979",1801,964,0,"Ursus arctos","iSeeMammals",41.21889,-74.1814,4,21,15,2017,"4/21/2017","06:14:00.000Z","camera",10837,10838,FALSE
"980",1802,1246,0,"Ursus arctos","iSeeMammals",41.24739,-73.57661,4,12,14,2017,"4/12/2017","23:34:00.000Z","camera",10837,10838,FALSE
"981",1809,930,0,"Ursus arctos","iSeeMammals",41.21288,-74.27817,5,26,20,2017,"5/26/2017","19:25:33.759Z","camera",10837,10838,FALSE
"982",1810,967,0,"Ursus arctos","iSeeMammals",41.22052,-74.10408,5,16,19,2017,"5/16/2017","01:08:00.000Z","camera",10837,10838,FALSE
"983",1816,1175,0,"Ursus arctos","iSeeMammals",41.24276,-74.07594,5,8,18,2017,"5/8/2017","02:52:00.000Z","camera",10837,10838,FALSE
"984",1826,933,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,6,1,21,2017,"6/1/2017","18:59:00.000Z","camera",10837,10838,FALSE
"985",1827,936,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,6,28,25,2017,"6/28/2017","23:44:00.000Z","camera",10837,10838,FALSE
"986",1828,1244,0,"Ursus arctos","iSeeMammals",41.24448,-73.58959,6,24,24,2017,"6/24/2017","14:30:00.000Z","camera",10837,10838,FALSE
"987",1833,1288,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,6,13,23,2017,"6/13/2017","23:18:00.000Z","camera",10837,10838,FALSE
"988",1835,1410,0,"Ursus arctos","iSeeMammals",41.26494,-74.10672,6,5,22,2017,"6/5/2017","10:21:00.000Z","camera",10837,10838,FALSE
"989",1844,902,0,"Ursus arctos","iSeeMammals",41.21029,-74.11,7,8,26,2017,"7/8/2017","14:04:00.000Z","camera",10837,10838,FALSE
"990",1846,940,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,7,20,28,2017,"7/20/2017","13:59:00.000Z","camera",10837,10838,FALSE
"991",1851,945,0,"Ursus arctos","iSeeMammals",41.21379,-74.09468,7,25,29,2017,"7/25/2017","11:45:00.000Z","camera",10837,10838,FALSE
"992",1870,1437,0,"Ursus arctos","iSeeMammals",41.26815,-74.03572,7,30,30,2017,"7/30/2017","13:33:00.000Z","camera",10837,10838,FALSE
"993",1872,1553,0,"Ursus arctos","iSeeMammals",41.29126,-74.07575,7,14,27,2017,"7/14/2017","23:14:00.000Z","camera",10837,10838,FALSE
"994",1885,740,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,8,24,33,2017,"8/24/2017","18:52:00.000Z","camera",10837,10838,FALSE
"995",1886,741,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,8,19,32,2017,"8/19/2017","20:38:00.000Z","camera",10837,10838,FALSE
"996",1896,752,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,8,31,34,2017,"8/31/2017","22:34:00.000Z","camera",10837,10838,FALSE
"997",1897,784,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,8,12,31,2017,"8/12/2017","22:21:00.000Z","camera",10837,10838,FALSE
"998",2001,762,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,9,11,36,2017,"9/11/2017","00:07:00.000Z","camera",10837,10838,FALSE
"999",2002,763,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,9,5,35,2017,"9/5/2017","20:27:00.000Z","camera",10837,10838,FALSE
"1000",2012,861,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,18,37,2017,"9/18/2017","22:47:00.000Z","camera",10837,10838,FALSE
"1001",2037,1803,0,"Ursus arctos","iSeeMammals",41.64569,-74.36567,10,7,39,2017,"10/7/2017","11:59:00.000Z","camera",10837,10838,FALSE
"1002",2038,1807,0,"Ursus arctos","iSeeMammals",41.65212,-74.81405,10,13,40,2017,"10/13/2017","09:57:00.000Z","camera",10837,10838,FALSE
"1003",2039,1192,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,11,20,46,2017,"11/20/2017","20:24:00.000Z","camera",10837,10838,FALSE
"1004",2062,1215,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,11,26,47,2017,"11/26/2017","20:00:00.000Z","camera",10837,10838,FALSE
"1005",2066,1219,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,12,3,48,2017,"12/3/2017","05:13:00.000Z","camera",10837,10838,FALSE
"1006",2067,1798,0,"Ursus arctos","iSeeMammals",41.61479,-74.4299,12,15,49,2017,"12/15/2017","01:44:00.000Z","camera",10837,10838,FALSE
"1007",2068,1776,0,"Ursus arctos","iSeeMammals",41.56757,-73.69842,4,14,14,2018,"4/14/2018","02:00:34.000Z","camera",10837,10838,FALSE
"1008",2069,1844,0,"Ursus arctos","iSeeMammals",41.73551,-74.18083,5,11,18,2018,"5/11/2018","20:45:00.000Z","camera",10837,10838,FALSE
"1009",2070,776,0,"Ursus arctos","iSeeMammals",41.20703,-74.06604,6,23,24,2018,"6/23/2018","15:35:00.000Z","camera",10837,10838,FALSE
"1010",2071,1422,0,"Ursus arctos","iSeeMammals",41.26662,-74.11006,6,2,21,2018,"6/2/2018","11:00:00.000Z","camera",10837,10838,FALSE
"1011",2073,1839,0,"Ursus arctos","iSeeMammals",41.72934,-74.95647,6,9,22,2018,"6/9/2018","23:15:53.000Z","camera",10837,10838,FALSE
"1012",2074,777,0,"Ursus arctos","iSeeMammals",41.20706,-74.16277,7,28,29,2018,"7/28/2018","21:37:00.000Z","camera",10837,10838,FALSE
"1013",2081,1770,0,"Ursus arctos","iSeeMammals",41.55423,-73.56492,7,9,27,2018,"7/9/2018","23:00:00.000Z","camera",10837,10838,FALSE
"1014",2082,1836,0,"Ursus arctos","iSeeMammals",41.72164,-74.19463,7,4,26,2018,"7/4/2018","20:30:00.000Z","camera",10837,10838,FALSE
"1015",2088,1888,0,"Ursus arctos","iSeeMammals",41.80206,-74.4011,7,20,28,2018,"7/20/2018","00:46:20.329Z","camera",10837,10838,FALSE
"1016",2089,1792,0,"Ursus arctos","iSeeMammals",41.60217,-74.21528,8,22,33,2018,"8/22/2018","23:06:54.000Z","camera",10837,10838,FALSE
"1017",2090,1794,0,"Ursus arctos","iSeeMammals",41.60224,-74.21503,9,21,37,2018,"9/21/2018","22:38:35.749Z","camera",10837,10838,FALSE
"1018",2091,1773,0,"Ursus arctos","iSeeMammals",41.56256,-73.71156,10,22,42,2018,"10/22/2018","03:27:00.000Z","camera",10837,10838,FALSE
"1073",2171,106,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,3,17,2017,"5/3/2017","15:52:22.000Z","camera",10843,10844,FALSE
"1074",2173,109,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,12,18,2017,"5/12/2017","20:22:43.000Z","camera",10843,10844,FALSE
"1075",2178,54,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,4,20,15,2018,"4/20/2018","23:54:54.000Z","camera",10843,10844,FALSE
"1076",2183,59,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,4,24,16,2018,"4/24/2018","22:59:18.000Z","camera",10843,10844,FALSE
"1077",2187,63,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,5,1,17,2018,"5/1/2018","23:58:14.000Z","camera",10843,10844,FALSE
"1078",2191,122,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,9,18,37,2017,"9/18/2017","12:01:09.000Z","one-off",10843,10844,FALSE
"1079",2192,592,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,9,5,35,2018,"9/5/2018","12:28:47.000Z","one-off",10851,10852,FALSE
"1080",2193,1573,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,16,15,2017,"4/16/2017","21:58:09.000Z","one-off",10857,10858,FALSE
"1081",2194,1158,0,"Ursus arctos","iSeeMammals",41.24236,-74.07673,5,24,20,2018,"5/24/2018","01:48:33.000Z"," ",10881,10882,FALSE
"1082",2195,93,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,4,25,16,2017,"4/25/2017","17:17:00.000Z","one-off",10914,10915,FALSE
"1083",2196,85,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,12,18,2017,"5/12/2017","20:22:00.000Z","one-off",10914,10915,FALSE
"1084",2198,366,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,8,2,30,2017,"8/2/2017","01:10:00.000Z","one-off",10914,10915,FALSE
"1085",2199,1094,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","18:19:20.000Z","one-off",10920,10921,FALSE
"1086",2200,413,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,28,12,2018,"3/28/2018","01:36:46.000Z"," ",10941,10942,FALSE
"1087",2203,102,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,12,18,2017,"5/12/2017","20:25:59.000Z","one-off",10953,10954,FALSE
"1088",2204,585,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,8,29,34,2018,"8/29/2018","12:40:44.000Z","one-off",10960,10961,FALSE
"1089",2205,584,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,9,8,35,2018,"9/8/2018","10:43:56.000Z","one-off",10960,10961,FALSE
"1090",2206,431,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:49:27.000Z","one-off",10962,10963,FALSE
"1091",2207,323,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,6,3,21,2017,"6/3/2017","00:34:00.000Z","one-off",11005,11006,FALSE
"1092",2208,1579,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,20,15,2017,"4/20/2017","21:02:00.000Z","one-off",11057,11058,FALSE
"1093",2209,406,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,3,26,12,2018,"3/26/2018","04:59:34.000Z"," ",11087,11088,FALSE
"1094",2210,1524,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","23:02:29.000Z","one-off",11103,11104,FALSE
"1095",2211,441,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:47:34.000Z"," ",11122,11123,FALSE
"1096",2213,2459,0,"Ursus arctos","iSeeMammals",42.36344,-74.57151,4,13,14,2018,"4/13/2018","05:26:57.000Z","one-off",11125,11126,FALSE
"1098",2215,1317,0,"Ursus arctos","iSeeMammals",41.25692,-74.12264,10,14,40,2017,"10/14/2017","12:25:19.000Z","one-off",11130,11131,FALSE
"1099",2216,2202,0,"Ursus arctos","iSeeMammals",42.10928,-78.19128,9,24,38,2017,"9/24/2017","10:50:20.000Z"," ",11189,11190,FALSE
"1100",2217,1074,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","23:03:46.000Z","one-off",11247,11248,FALSE
"1101",2218,86,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,4,24,16,2017,"4/24/2017","21:12:55.000Z","camera",11271,11272,FALSE
"1102",2224,90,0,"Ursus arctos","iSeeMammals",41.17464,-74.10807,5,12,18,2017,"5/12/2017","20:21:35.000Z","camera",11271,11272,FALSE
"1103",2227,206,0,"Ursus arctos","iSeeMammals",41.18604,-74.09248,6,17,23,2017,"6/17/2017","13:38:39.000Z","camera",11271,11272,FALSE
"1104",2230,126,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,9,29,38,2017,"9/29/2017","13:51:48.000Z","camera",11271,11272,FALSE
"1105",2242,176,0,"Ursus arctos","iSeeMammals",41.18345,-74.09737,9,16,36,2017,"9/16/2017","21:40:42.000Z","camera",11271,11272,FALSE
"1106",2251,125,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,10,5,39,2017,"10/5/2017","13:05:04.000Z","camera",11271,11272,FALSE
"1107",2253,192,0,"Ursus arctos","iSeeMammals",41.18544,-74.10179,10,11,40,2017,"10/11/2017","04:38:17.000Z","camera",11271,11272,FALSE
"1108",2263,202,0,"Ursus arctos","iSeeMammals",41.18544,-74.10179,10,17,41,2017,"10/17/2017","09:21:25.000Z","camera",11271,11272,FALSE
"1109",2267,129,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,4,14,14,2018,"4/14/2018","21:26:15.000Z","camera",11271,11272,FALSE
"1110",2273,135,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,4,28,16,2018,"4/28/2018","12:58:50.000Z","camera",11271,11272,FALSE
"1111",2277,75,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,5,5,17,2018,"5/5/2018","13:20:11.000Z","camera",11271,11272,FALSE
"1112",2278,76,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,5,9,18,2018,"5/9/2018","20:09:21.000Z","camera",11271,11272,FALSE
"1113",2282,80,0,"Ursus arctos","iSeeMammals",41.16507,-74.13233,5,14,19,2018,"5/14/2018","10:37:30.000Z","camera",11271,11272,FALSE
"1114",2306,161,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,12,30,51,2018,"12/30/2018","00:00:18.000Z","camera",11271,11272,FALSE
"1115",2309,1090,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","18:13:44.000Z"," ",11355,11356,FALSE
"1116",2312,1376,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,6,9,22,2018,"6/9/2018","11:56:49.000Z","one-off",11356,11357,FALSE
"1117",2313,1114,0,"Ursus arctos","iSeeMammals",41.22838,-74.09261,10,1,39,2018,"10/1/2018","19:21:43.000Z"," ",11374,11375,FALSE
"1118",2314,124,0,"Ursus arctos","iSeeMammals",41.17475,-74.10774,9,18,37,2017,"9/18/2017","13:42:59.000Z","one-off",11391,11392,FALSE
"1119",2315,1236,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,4,21,15,2018,"4/21/2018","11:06:38.000Z","one-off",11428,11429,FALSE
"1121",2317,1742,0,"Ursus arctos","iSeeMammals",41.50761,-74.8781,6,8,22,2017,"6/8/2017","16:06:16.000Z","one-off",11448,11449,FALSE
"1122",2318,580,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,9,11,36,2018,"9/11/2018","13:12:37.000Z"," ",11449,11450,FALSE
"1123",2319,2049,0,"Ursus arctos","iSeeMammals",41.91177,-74.55409,7,23,29,2017,"7/23/2017","19:24:22.294Z","one-off",11457,11458,FALSE
"1124",2320,2129,0,"Ursus arctos","iSeeMammals",42.03342,-75.84943,6,11,23,2018,"6/11/2018","19:03:33.000Z","one-off",11457,11458,FALSE
"1125",2321,1073,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","23:02:06.000Z"," ",11465,11466,FALSE
"1126",2322,978,0,"Ursus arctos","iSeeMammals",41.22401,-74.10868,7,15,27,2017,"7/15/2017","15:07:17.957Z","one-off",11472,11473,FALSE
"1127",2323,2207,0,"Ursus arctos","iSeeMammals",42.11014,-78.1069,9,28,38,2017,"9/28/2017","04:38:03.000Z","one-off",11472,11473,FALSE
"1128",2324,1261,0,"Ursus arctos","iSeeMammals",41.25385,-74.13124,9,23,37,2017,"9/23/2017","15:56:32.623Z","one-off",11472,11473,FALSE
"1129",2325,1264,0,"Ursus arctos","iSeeMammals",41.25478,-74.14033,9,30,38,2018,"9/30/2018","14:29:11.059Z","one-off",11472,11473,FALSE
"1130",2326,591,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,9,6,35,2018,"9/6/2018","13:21:35.000Z"," ",11479,11480,FALSE
"1131",2327,249,0,"Ursus arctos","iSeeMammals",41.18647,-74.10286,9,16,36,2017,"9/16/2017","22:35:55.000Z"," ",11491,11492,FALSE
"1132",2328,1593,0,"Ursus arctos","iSeeMammals",41.29546,-74.08943,4,24,16,2017,"4/24/2017","10:16:33.000Z","one-off",11628,11629,FALSE
"1133",2329,1512,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,5,13,2018,"4/5/2018","22:55:03.000Z","one-off",11646,11647,FALSE
"1134",2330,1450,0,"Ursus arctos","iSeeMammals",41.26946,-74.10405,6,10,22,2018,"6/10/2018","22:33:49.000Z","one-off",11646,11647,FALSE
"1135",2331,1060,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,1,39,2017,"10/1/2017","22:57:47.000Z","hike",11679,11680,FALSE
"1136",2332,1533,0,"Ursus arctos","iSeeMammals",41.2877,-74.07795,4,23,16,2018,"4/23/2018","21:57:55.000Z","one-off",11785,11786,FALSE
"1137",2333,640,0,"Ursus arctos","iSeeMammals",41.20456,-74.11167,6,24,24,2017,"6/24/2017","14:09:37.000Z","one-off",11789,11790,FALSE
"1138",2334,1674,0,"Ursus arctos","iSeeMammals",41.33134,-74.06852,5,6,17,2018,"5/6/2018","00:09:15.000Z","one-off",11808,11809,FALSE
"1139",2335,842,0,"Ursus arctos","iSeeMammals",41.20786,-74.11396,9,9,35,2017,"9/9/2017","14:11:33.000Z"," ",11814,11815,FALSE
"1140",2336,736,0,"Ursus arctos","iSeeMammals",41.20596,-74.07096,8,13,32,2017,"8/13/2017","19:56:00.000Z"," ",11815,11816,FALSE
"1141",2337,457,0,"Ursus arctos","iSeeMammals",41.18856,-74.07448,4,1,12,2018,"4/1/2018","00:49:27.000Z","one-off",11824,11825,FALSE
"1143",2339,1118,0,"Ursus arctos","iSeeMammals",41.22863,-74.09004,5,30,21,2018,"5/30/2018","16:35:15.000Z"," ",11847,11848,FALSE
"1144",2340,1348,0,"Ursus arctos","iSeeMammals",41.26446,-74.10684,5,15,19,2018,"5/15/2018","14:54:32.000Z","one-off",11871,11872,FALSE
"1145",2341,589,0,"Ursus arctos","iSeeMammals",41.18948,-74.10829,8,29,34,2018,"8/29/2018","20:12:26.000Z","one-off",11899,11900,FALSE
"1148",2344,2717,0,"Ursus arctos","iSeeMammals",43.64043,-75.83201,6,19,24,2017,"6/19/2017","13:57:08.000Z"," ",12030,12031,FALSE
"1150",2346,2695,0,"Ursus arctos","iSeeMammals",43.33791,-74.67914,8,5,30,2017,"8/5/2017","23:15:38.000Z","one-off",12030,12031,FALSE
"1152",2348,1234,0,"Ursus arctos","iSeeMammals",41.24434,-74.1501,4,21,15,2018,"4/21/2018","11:06:36.000Z","one-off",12033,12034,FALSE
"1153",2349,1085,0,"Ursus arctos","iSeeMammals",41.22616,-74.10275,10,3,39,2017,"10/3/2017","16:10:49.000Z","one-off",12037,12038,FALSE
